timestamp,model,prompt_set,concept_term,B1_official_name,B2_kind,B3_category_type,B4_immediate_broader,B5_grandparents,B6_immediate_narrower,B7_peer_terms
2026-03-05T01:53:28.989450,gpt-4o,set2,Product containing bismuth subsalicylate and metronidazole and tetracycline,Product containing bismuth subsalicylate and metronidazole and tetracycline,Pharmacologic Substance,Primitive,Product containing metronidazole|Product containing tetracycline,Product containing antimicrobial agent,,Product containing metronidazole and tetracycline|Product containing bismuth subsalicylate and tetracycline
2026-03-05T01:53:30.582941,gpt-4o,set2,Pulmonary artery pressure,Pulmonary artery pressure,Clinical attribute,Primitive,,,Systolic pulmonary artery pressure|Diastolic pulmonary artery pressure,Central venous pressure|Intracranial pressure
2026-03-05T01:53:33.467270,gpt-4o,set2,Arthroscopy of shoulder with complete synovectomy,Arthroscopic synovectomy of shoulder joint,Therapeutic or Preventive Procedure,Fully defined,Arthroscopy of shoulder|Synovectomy of shoulder joint,Shoulder surgery|Arthroscopic surgery|Synovectomy,Arthroscopy of shoulder with partial synovectomy,Arthroscopic debridement of shoulder joint|Arthroscopic rotator cuff repair|Arthroscopic shoulder stabilization
2026-03-05T01:53:35.622475,gpt-4o,set2,beta-Aminoisobutyrate measurement,Measurement of beta-Aminoisobutyrate,Laboratory or Test Result,Fully defined,,,,Measurement of gamma-Aminobutyric Acid (GABA)|Measurement of beta-Alanine
2026-03-05T01:53:37.378639,gpt-4o,set2,Injury of thymus gland,Traumatic injury of thymus gland,Injury or Poisoning,Primitive,Injury of thoracic organ,Injury of trunk|Injury of body region,Laceration of thymus gland|Contusion of thymus gland,Injury of heart|Injury of lung|Injury of esophagus
2026-03-05T01:53:40.077530,gpt-4o,set2,Finding related to ability to balance,Finding related to ability to balance,Finding,Primitive,,,,Finding related to ability to climb|Finding related to ability to crawl|Finding related to ability to jump|Finding related to ability to run|Finding related to ability to walk
2026-03-05T01:53:41.684273,gpt-4o,set2,"Porphyrins, quantitation and fractionation, urine","Porphyrins quantitation and fractionation, urine",Laboratory or Test Result,Primitive,"Porphyrins, urine",Urine test,None,"Porphyrins, urine, qualitative|Porphyrins, blood quantitation"
2026-03-05T01:53:43.126317,gpt-4o,set2,Trichostrongylus retortaeformis,Trichostrongylus retortaeformis,Organism,Fully defined,Trichostrongylus,Nematoda,None,Trichostrongylus colubriformis|Trichostrongylus axei
2026-03-05T01:53:44.310830,gpt-4o,set2,Extrinsic motivation,Extrinsic motivation,Psychological concept,Fully defined,,,,
2026-03-05T01:53:45.880471,gpt-4o,set2,Duodenal candidosis,Candidiasis of duodenum,Disease or Syndrome,Fully defined,Gastrointestinal candidiasis|Candidiasis,Gastrointestinal disease|Mycosis,N/A,Gastric candidiasis|Esophageal candidiasis|Intestinal candidiasis
2026-03-05T01:53:48.037931,gpt-4o,set2,Take impression for lower removable orthodontic appliance,Impression taking for lower removable orthodontic appliance,Procedure,Fully defined,,,,Take impression for lower fixed orthodontic appliance|Take impression for upper fixed orthodontic appliance
2026-03-05T01:53:50.482722,gpt-4o,set2,Primary basal cell carcinoma of skin of left foot,Primary basal cell carcinoma of skin of left foot,Neoplastic Process,Primitive,Basal cell carcinoma of skin of left foot|Primary basal cell carcinoma of skin,Basal cell carcinoma of skin of lower limb|Basal cell carcinoma of skin,None,Primary basal cell carcinoma of skin of right foot|Primary basal cell carcinoma of skin of left ankle|Primary basal cell carcinoma of skin of right ankle
2026-03-05T01:53:52.231470,gpt-4o,set2,Rigid ankle-foot orthosis,Rigid ankle-foot orthosis,Medical Device,Fully defined,,,,Dynamic ankle-foot orthosis|Articulated ankle-foot orthosis|Solid ankle-foot orthosis
2026-03-05T01:53:55.101036,gpt-4o,set2,"Closed fracture thumb proximal phalanx, head","Fracture of proximal phalanx of thumb, closed",Injury or Poisoning,Primitive,"Fracture of thumb, closed|Fracture of proximal phalanx of thumb","Fracture of finger, closed|Fracture of phalanx of finger","Closed fracture of proximal phalanx of thumb, head","Closed fracture of distal phalanx of thumb|Closed fracture of middle phalanx of thumb (if applicable)|Closed fracture of proximal phalanx of thumb, base|Closed fracture of proximal phalanx of thumb, shaft"
2026-03-05T01:53:58.280505,gpt-4o,set2,Acute suppuration of maxillary sinus,Acute suppurative sinusitis of maxillary sinus,Disease or Syndrome,Fully defined,Acute suppurative sinusitis|Maxillary sinusitis,Acute sinusitis|Sinusitis,Acute suppurative sinusitis of right maxillary sinus|Acute suppurative sinusitis of left maxillary sinus|Acute suppurative sinusitis of bilateral maxillary sinuses,Acute suppurative sinusitis of frontal sinus|Acute suppurative sinusitis of ethmoidal sinus|Acute suppurative sinusitis of sphenoidal sinus
2026-03-05T01:53:59.814338,gpt-4o,set2,Dodecenoyl-coenzyme A delta-isomerase,Dodecenoyl-CoA delta-isomerase,Enzyme,Fully defined,,,,
2026-03-05T01:54:01.928069,gpt-4o,set2,Entire lymphatic vessel of orbit,Entire lymphatic vessel of orbit,"Body Part, Organ, or Organ Component",Primitive,,,,Entire lymphatic vessel of neck|Entire lymphatic vessel of thorax|Entire lymphatic vessel of abdomen|Entire lymphatic vessel of upper limb|Entire lymphatic vessel of lower limb
2026-03-05T01:54:03.396042,gpt-4o,set2,Blood group antigen Wallin,Blood group antigen Wallin,Antigen,Fully defined,,,,
2026-03-05T01:54:05.854751,gpt-4o,set2,Corynebacterium species not Corynebacterium jeikeium,Corynebacterium species not Corynebacterium jeikeium,Bacterium,Fully defined,Corynebacterium,Actinobacteria,Corynebacterium diphtheriae|Corynebacterium striatum|Corynebacterium amycolatum,Corynebacterium jeikeium|Corynebacterium ulcerans|Corynebacterium pseudotuberculosis
2026-03-05T01:54:07.799941,gpt-4o,set2,Nocardioides terrae,Nocardioides terrae,Bacterium,Fully defined,Nocardioides,Actinomycetia,(No immediate narrower concepts),Nocardioides albus|Nocardioides aquaticus|Nocardioides luteus|Nocardioides simplex
2026-03-05T01:54:10.440176,gpt-4o,set2,Lactobacillus rhamnosus GG,Lactobacillus rhamnosus GG,Bacterium,Fully defined,Lactobacillus rhamnosus,Lactobacillus,None,Lactobacillus rhamnosus GR1|Lactobacillus rhamnosus HN001|Lactobacillus rhamnosus JB-1
2026-03-05T01:54:11.884149,gpt-4o,set2,Pain of breast,Mastodynia,Finding,Fully defined,,,,
2026-03-05T01:54:13.583814,gpt-4o,set2,Structure of left cochlear,Structure of left cochlear,Anatomical Structure,Primitive,Structure of cochlear|Structure of left ear,Structure of inner ear|Anatomical structure of ear,Left cochlear duct|Left cochlear nerve,Structure of right cochlear|Structure of left vestibule
2026-03-05T01:54:15.682105,gpt-4o,set2,Decreased active range of hip flexion,Decreased range of movement of hip joint,Finding,Primitive,,,,Decreased active range of hip abduction|Decreased active range of hip adduction|Decreased active range of hip internal rotation|Decreased active range of hip external rotation
